,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
4155866,278845,2012-12-30 15:04:54,14,100,,,100,2902,3,3.5,0,4.48,,4.88,26,89.27,0,12454,1,5,4,0,1,1,,11.24,1,,,,1.0,0.0,8.0,,,,,,,0.0,0.0,18.0,,,,,,,0.0,0.0,18.0,0,,0
1452613,97381,2013-02-05 08:43:55,5,219,,,219,31419,3,4.0,1,2.56,0.0292,4.62,10,84.0,0,3390,1,2,1,0,1,1,,97.15,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
539717,36048,2013-06-11 09:04:22,15,55,4.15,350.49,31,130571,4,4.5,0,1.1,0.0274,0.0,9,65.72,0,267,1,3,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3272767,219760,2012-11-22 23:16:57,15,55,,,27,16542,3,4.0,0,2.56,0.0132,4.88,29,63.76,1,18945,3,82,4,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1687296,113292,2013-03-20 11:06:38,5,219,,,219,60220,3,5.0,1,1.61,,4.64,18,144.0,0,5373,1,0,2,0,1,0,,297.69,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
253614,16981,2013-04-16 11:00:05,5,219,,,219,120602,4,4.0,1,1.79,,4.88,20,126.0,0,12437,4,52,2,0,1,1,,527.85,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3403441,228565,2013-01-27 13:53:07,5,219,,,219,104685,3,4.5,1,1.79,0.0009,5.26,31,219.0,0,9402,4,115,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3650415,245215,2013-02-13 19:19:51,14,219,,,219,5679,3,4.5,1,2.89,0.0065,5.23,14,148.73,0,8740,3,40,2,0,1,0,,684.47,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2855995,191856,2013-03-10 08:55:52,5,219,,,219,403,3,3.5,1,2.71,0.0124,5.14,24,123.0,0,22766,3,32,2,0,1,1,,275.35,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4864836,326489,2013-05-15 14:15:30,5,219,,,219,41225,4,4.0,1,4.34,0.365,5.53,22,189.0,1,9412,1,11,1,0,1,0,,1258.02,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
82469,5525,2013-06-19 17:28:00,5,219,,,219,59618,4,3.5,0,4.99,0.4468,0.0,20,138.0,1,25426,1,11,2,0,1,0,,57.07,0,,,,1.0,0.0,29.0,,,,,,,0.0,1.0,40.0,,,,,,,1.0,0.0,22.0,0,,0
3636388,244308,2012-11-08 11:47:17,26,39,,,205,27982,5,4.5,1,3.83,0.0953,5.69,3,418.81,0,18357,3,52,5,0,2,0,,,1,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,4.0,,,,,,,,,,0,,0
895892,59801,2013-05-11 13:49:53,14,100,,,100,29900,3,4.5,1,3.61,0.0875,5.24,19,133.66,0,1469,1,48,3,0,2,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2270913,152459,2013-05-01 17:03:27,5,219,,,219,76384,3,4.5,1,1.1,,5.15,20,149.0,0,17284,1,3,1,0,1,1,-23.4757,81.64,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1649803,110807,2013-06-08 12:56:57,5,219,,,219,61950,4,4.0,1,2.2,0.1994,0.0,3,119.0,0,15588,1,7,2,0,1,1,,1.3,0,,,,-1.0,0.0,16.0,-1.0,0.0,16.0,,,,0.0,0.0,,,,,,,,0.0,0.0,16.0,0,,0
3001618,201526,2013-03-24 15:34:21,15,55,,,31,105022,4,3.5,0,5.19,0.0955,5.16,3,135.55,1,16841,3,188,4,0,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
366516,24544,2013-06-13 08:32:22,5,219,,,219,30210,3,4.5,1,1.39,0.1389,0.0,9,114.0,0,5331,2,12,1,0,1,0,,,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4486815,301029,2012-12-04 16:41:44,1,13,,,45,106427,4,4.5,1,4.39,0.2243,5.61,29,123.29,1,8367,3,38,1,1,1,1,,,0,,,,,,,,,,,,,-1.0,0.0,4.0,,,,,1.0,,,,,0,,0
2663604,178745,2012-12-02 15:08:03,15,55,,,216,91948,3,2.5,0,2.3,0.0166,4.39,3,110.49,1,20839,1,41,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1170633,78238,2013-04-27 17:55:39,15,55,,,55,74513,4,3.0,1,3.47,,4.84,21,126.88,0,20336,2,119,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3371633,226462,2013-06-24 14:21:16,5,219,,,219,78500,3,3.0,1,4.16,0.2585,0.0,1,24.0,0,8192,3,7,2,0,1,0,,2184.03,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1643636,110386,2013-01-21 14:59:27,19,219,,,158,106198,3,0.0,0,0.69,0.4,4.24,1,63.94,0,17990,1,18,2,1,1,1,,8390.97,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1789536,120237,2013-06-18 14:37:58,5,219,,,80,83388,3,4.0,1,3.66,,0.0,8,139.0,0,2173,1,53,2,2,1,1,,1050.29,0,,,,-1.0,0.0,7.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1835783,123322,2013-01-19 19:36:41,5,219,,,219,78694,3,4.5,1,3.37,0.1777,4.84,3,104.0,0,18392,2,111,3,0,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1330476,89137,2013-06-14 13:35:54,5,219,,,219,92656,3,3.0,1,2.83,0.2855,0.0,17,120.0,0,20820,1,9,3,0,1,0,,492.97,0,,,,-1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,0,,0
1682976,113012,2013-03-20 06:31:14,5,219,,,219,13226,4,4.0,0,4.86,,5.96,24,299.0,0,6507,1,303,2,0,1,1,,2107.26,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1214894,81263,2013-01-08 13:02:39,15,55,3.17,177.63,99,40854,3,4.5,1,2.3,,4.65,29,175.02,0,592,3,6,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
91736,6174,2013-03-08 22:19:20,18,129,,,60,22582,5,5.0,1,5.85,0.2127,5.39,21,260.08,0,28150,3,62,2,0,1,1,,187.21,0,1.0,0.0,14.0,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
4825588,323847,2013-04-02 14:59:06,5,219,,,219,37299,3,2.5,1,0.69,,4.95,14,85.0,0,12449,2,12,3,0,1,0,,765.21,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2917066,195944,2012-11-06 22:17:23,24,216,,,220,110525,5,3.5,0,4.6,0.4209,5.39,2,183.66,0,13241,2,9,2,0,1,1,,,0,,,,,,,1.0,0.0,22.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
1130446,75503,2013-04-07 21:40:00,5,219,,,219,30775,3,4.0,1,0.69,0.0322,4.94,25,119.0,0,13104,1,68,2,2,1,1,,2047.55,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
317142,21262,2012-12-15 16:49:32,15,55,,,26,75454,4,0.0,0,3.14,0.0135,5.16,8,169.82,0,14232,5,6,2,3,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
906867,60537,2013-02-25 22:11:38,5,219,,,219,115077,3,4.0,1,2.08,0.036000000000000004,4.85,21,135.0,0,4171,1,1,2,0,1,0,,1.31,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4564546,306281,2012-12-09 23:55:18,24,216,,,219,21104,4,4.0,1,2.4,0.0082,5.22,33,95.2,0,23666,3,7,1,0,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4599984,308602,2013-03-15 16:07:42,5,219,,,219,135286,5,4.5,1,0.0,,5.62,2,229.0,0,19679,1,76,2,0,1,1,,21.96,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
361566,24200,2013-04-14 17:51:31,5,219,,,219,100687,4,4.5,0,1.61,0.0024,5.46,13,340.0,0,23666,1,53,2,0,1,1,,19.25,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2587253,173705,2013-04-05 18:58:16,9,59,,,59,20111,3,4.5,1,1.79,,4.28,31,109.98,0,7418,2,0,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3281576,220331,2013-05-19 18:37:56,15,55,,,31,122245,3,3.5,0,6.72,,5.09,12,115.29,0,28047,3,11,3,0,2,1,,,0,1.0,0.0,9.0,,,,,,,,,,0.0,0.0,5.0,,,,,,,,,,0,,0
2968621,199350,2013-04-12 23:59:51,15,55,,,31,137225,0,5.0,0,6.72,0.7190000000000001,5.91,13,326.84,0,11530,2,22,2,0,1,1,-11.4637,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1635456,109846,2013-03-01 15:07:22,5,219,,,219,57470,0,3.5,1,2.2,0.0146,4.84,33,114.0,0,24373,2,5,1,0,1,0,,832.79,1,,,,-1.0,0.0,17.0,-1.0,0.0,17.0,,,,-1.0,0.0,28.0,,,,,,,-1.0,0.0,18.0,0,,0
4072850,273234,2012-12-15 11:55:28,5,219,,,219,74220,2,4.0,1,2.94,,4.34,26,75.0,0,25136,3,89,2,1,1,1,,75.41,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
534878,35724,2013-05-20 19:00:50,19,158,,,15,2337,4,4.5,1,0.69,0.0093,5.09,24,208.71,0,23688,4,174,1,0,1,0,,1234.41,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2898405,194661,2013-01-03 12:26:26,5,219,,,219,92772,2,3.5,1,1.1,,5.41,29,146.0,0,21054,2,16,2,0,1,1,,183.42,0,,,,0.0,0.0,15.0,0.0,0.0,15.0,,,,0.0,0.0,15.0,,,,,,,0.0,0.0,15.0,0,,0
4199408,281803,2012-11-05 10:59:52,5,100,,,219,43830,3,3.5,0,5.22,0.5589999999999999,5.15,31,169.0,1,25426,1,87,2,0,1,1,,1380.07,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,0,,0
4948196,332097,2013-03-18 05:35:09,5,219,,,219,121935,3,4.5,1,1.79,,4.99,13,150.0,0,22413,1,9,2,1,1,0,,13.51,1,,,,0.0,0.0,,0.0,0.0,15.0,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,,0,,0
2161871,145113,2013-02-04 11:24:34,5,219,,,123,98488,4,4.5,0,0.0,0.0999,4.87,2,115.0,0,4452,3,1,2,0,1,0,-24.0514,1319.76,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3849971,258434,2012-12-18 08:44:06,5,219,,,219,51100,3,4.0,0,2.08,0.098,5.46,10,169.0,0,27620,1,6,2,0,1,0,,2513.59,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2142723,143810,2013-02-21 11:06:07,15,55,,,225,47810,4,4.5,0,4.68,,5.11,19,199.85,0,3943,2,29,2,0,1,1,,,1,,,,,1.0,,0.0,0.0,5.0,1.0,0.0,9.0,,1.0,,,,,,,,,,,0,,0
4608276,309173,2013-01-24 20:15:18,1,13,,,23,52022,5,4.0,1,2.4,0.008,5.88,4,426.4,0,26993,5,4,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
24926,1680,2013-05-04 04:39:49,5,219,,,55,14331,3,4.0,1,1.79,0.0635,4.8,4,77.0,0,10010,1,8,1,0,1,0,,4263.83,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,1.0,0.0,39.0,,,,0,,0
558888,37343,2013-06-07 12:01:57,14,100,,,219,24545,4,4.0,0,4.04,0.278,0.0,16,152.99,0,8192,3,322,1,0,8,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
494888,33089,2012-12-09 19:47:40,5,219,,,219,14534,2,2.5,1,2.56,0.0173,4.6,25,68.0,1,10775,2,26,2,0,1,1,-29.7483,102.64,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
4833794,324361,2013-01-17 00:32:21,5,219,,,219,109793,3,4.0,1,3.69,0.0195,4.95,2,98.0,1,8347,5,64,2,2,1,0,,145.57,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
3427901,230224,2013-01-10 19:39:12,5,219,,,219,59779,2,4.0,0,2.89,,5.06,24,112.0,0,14389,3,16,1,0,1,1,,313.53,0,,,,,,,,,,,,,-1.0,0.0,19.0,,,,,,,-1.0,0.0,19.0,0,,0
2925610,196526,2013-05-16 14:21:08,18,145,,,129,71280,5,4.5,1,4.92,0.2649,5.75,19,419.94,0,16076,2,18,1,1,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
2237825,150240,2013-03-20 14:16:49,5,219,,,92,139460,3,2.5,0,0.69,0.0225,4.61,4,67.0,0,25946,1,57,2,0,1,1,,6186.7,1,,,,,,,,,,1.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0,,0
3870332,259764,2013-03-30 07:34:33,5,219,,,219,99186,0,2.0,1,0.69,,4.05,32,58.0,0,2848,2,14,1,0,1,1,,,0,,,,,,,1.0,0.0,10.0,,,,,,,,,,,,,1.0,0.0,10.0,0,,0
1205937,80636,2013-06-27 11:55:59,32,220,4.13,199.6,220,112901,4,3.5,1,2.94,,0.0,2,138.21,0,10486,1,13,1,0,1,0,,1043.22,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
258849,17341,2013-04-21 14:37:14,32,220,,,154,128448,3,0.0,1,2.2,0.0009,4.61,30,61.66,0,16396,1,16,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2336775,156927,2013-04-09 11:42:22,5,219,,,219,117742,3,4.5,0,4.58,,5.41,24,199.0,0,7504,2,3,2,0,1,1,,206.88,1,,,,0.0,0.0,11.0,0.0,0.0,,,,,0.0,0.0,11.0,,,,,,,0.0,0.0,5.0,0,,0
128193,8584,2013-04-23 13:46:57,24,216,,,92,128521,3,0.0,0,4.34,0.0841,4.92,27,96.27,1,6991,3,7,2,0,1,0,,,0,,,,-1.0,0.0,6.0,,,,-1.0,0.0,4.0,-1.0,0.0,13.0,,,,,,,,1.0,,0,,0
2319531,155746,2012-12-03 14:43:40,32,220,,,219,137592,3,4.0,1,4.61,0.2374,5.5,33,218.84,1,20319,1,31,1,0,1,1,,5513.84,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2586519,173657,2013-06-10 10:05:18,5,219,,,219,113367,2,4.5,1,1.95,0.1448,0.0,16,90.0,0,19166,1,7,2,0,1,0,,453.8,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
3634118,244167,2012-12-27 17:54:19,15,55,,,99,126546,4,4.5,0,6.1,0.4637,6.09,34,336.5,0,15650,1,39,2,0,1,0,,,1,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3998137,268308,2013-03-10 23:00:33,12,99,,,70,103249,4,4.5,1,3.0,0.5309,5.21,2,139.14,1,5789,5,167,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
576891,38547,2013-05-19 17:26:55,18,129,,,219,91488,4,4.5,1,0.0,,4.98,29,193.84,0,6313,1,78,2,1,1,0,,3887.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2567667,172393,2013-06-25 19:04:01,5,219,,,219,70683,4,4.5,1,1.95,0.0255,0.0,10,129.0,0,8347,2,5,2,2,1,0,,2436.08,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0
4475231,300280,2013-02-07 10:44:47,5,219,,,216,34569,3,4.0,0,4.01,0.1242,5.14,25,122.0,0,12447,3,70,2,0,1,1,,5132.79,0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
4904028,329175,2012-12-31 05:39:18,5,219,,,219,135726,4,5.0,1,1.61,,5.53,4,420.0,0,24949,4,59,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1189562,79524,2012-11-22 11:22:16,5,219,,,219,138185,4,4.0,1,3.04,0.2194,5.28,9,99.0,1,5206,4,0,2,0,1,1,-9.9141,52.9,1,,,,1.0,0.0,7.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1244189,83233,2013-02-03 20:36:04,18,129,,,219,119085,4,4.5,0,2.94,0.0023,5.89,20,249.59,0,5143,3,103,2,0,1,1,,3743.5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1353379,90633,2013-03-18 10:03:13,5,219,,,219,104434,2,2.0,0,1.79,0.0043,5.11,10,89.0,0,23090,1,4,1,0,1,1,,663.17,1,,,,0.0,0.0,18.0,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3754585,252195,2013-01-27 12:27:33,15,55,,,73,85649,4,4.5,0,1.61,0.0002,5.19,1,213.3,0,825,1,13,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4548938,305185,2013-01-28 17:33:50,5,219,,,219,127094,3,3.5,1,2.89,0.0247,5.24,28,149.0,0,9402,1,99,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1030543,68810,2013-01-30 09:23:49,14,100,,,100,97204,2,3.5,1,1.61,0.0931,4.41,15,93.87,0,519,1,2,2,0,1,1,,90.8,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,5.0,0,,0
2684575,180169,2013-04-29 16:40:40,15,55,,,31,19295,0,0.0,0,6.26,,5.26,15,356.48,0,15974,2,57,1,0,1,0,,,1,,,,,,,,,,,,,-1.0,0.0,7.0,,,,,,,,,,0,,0
1543892,103610,2012-11-08 20:33:02,5,219,,,219,108176,4,4.5,1,0.0,0.0004,4.93,24,119.0,0,18774,1,1,2,0,1,1,,189.18,1,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1796030,120656,2013-04-24 15:17:51,15,55,3.0,126.57,55,108725,4,4.5,1,0.69,0.0958,4.71,2,83.98,0,6401,2,0,1,0,1,0,,,0,,,,,,,,,,,,,1.0,0.0,17.0,1.0,0.0,30.0,1.0,0.0,30.0,,,,0,,0
4792315,321538,2013-05-11 12:06:02,16,31,3.37,172.07,55,130224,4,4.0,1,4.32,0.131,5.02,32,151.99,0,22215,1,104,2,0,1,1,,926.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2092925,140477,2013-03-19 21:34:29,15,55,,,99,130268,4,5.0,0,6.19,0.0415,6.13,33,394.08,1,13292,3,163,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3552654,238559,2013-06-21 13:37:52,5,219,,,219,11957,2,3.0,1,2.3,,0.0,19,80.0,0,2964,1,0,2,2,1,1,,623.46,1,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,31.0,,,,,,,-1.0,0.0,31.0,0,,0
2662927,178703,2013-01-23 08:52:06,14,100,,,59,98214,4,5.0,0,2.2,0.0091,5.99,3,237.19,1,22546,7,5,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1457355,97722,2012-12-01 00:57:24,5,216,,,219,24545,4,4.0,0,4.04,0.278,5.22,28,71.0,0,8192,4,31,1,1,1,0,,,0,,,,0.0,0.0,,0.0,0.0,27.0,,,,0.0,0.0,33.0,,,,,,,0.0,0.0,33.0,0,,0
3732066,250646,2013-05-20 07:27:45,11,103,,,103,96101,4,4.0,0,2.56,0.0103,4.5,25,102.17,1,8007,4,108,3,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3279327,220195,2013-03-21 12:14:11,15,55,,,70,39428,5,4.5,0,0.0,0.0043,5.57,7,122.89,0,15502,1,3,2,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3234981,217266,2013-03-28 23:07:31,14,100,,,219,114250,4,4.5,1,0.0,0.0635,5.24,2,219.44,0,4748,6,7,2,0,1,0,,1384.71,0,,,,-1.0,0.0,3.0,-1.0,0.0,3.0,,,,-1.0,0.0,3.0,,,,,,,-1.0,0.0,3.0,0,,0
4180358,280463,2013-05-15 20:30:10,5,219,,,219,96104,4,4.5,1,2.89,0.1305,5.39,4,269.0,0,27107,1,6,2,0,1,0,,59.1,0,,,,0.0,0.0,44.0,0.0,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2155872,144705,2013-01-09 19:02:18,5,219,,,219,55073,5,4.5,0,4.7,0.1632,5.74,27,237.0,0,18774,2,72,2,0,1,1,,804.01,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2303250,154654,2013-01-19 17:21:10,5,219,,,219,28939,2,3.5,0,2.89,0.0797,4.48,22,67.0,0,19423,2,19,2,0,1,1,-22.7322,136.01,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
1230114,82293,2013-03-29 12:21:34,5,219,,,219,90819,2,3.5,1,1.79,0.0009,4.81,4,120.0,0,4562,1,15,2,0,1,1,,182.03,0,,,,0.0,0.0,,,,,-1.0,0.0,16.0,0.0,0.0,,,,,,,,0.0,0.0,16.0,0,,0
4287370,287746,2012-12-27 21:22:15,18,129,,,219,79395,3,3.0,0,3.09,0.054000000000000006,5.17,6,399.79,1,4138,1,30,1,0,1,1,,4988.27,0,,,,1.0,0.0,59.0,,1.0,,,,,1.0,1.0,33.0,,,,,,,1.0,0.0,60.0,0,,0
2044794,137257,2013-04-13 17:51:18,14,100,,,100,109491,3,4.5,1,0.69,,4.82,30,91.75,0,17513,1,7,8,0,2,1,,209.78,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,,,,0.0,0.0,,0,,0
716185,47921,2012-11-12 10:50:12,5,219,,,219,110998,2,3.5,0,4.28,0.0092,5.25,15,196.0,1,4562,3,1,2,0,1,0,,3.23,0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2698565,181094,2013-03-29 17:20:16,31,219,,,219,34699,2,4.0,1,0.69,0.0272,4.44,13,70.0,1,14781,3,13,2,0,1,1,,550.34,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4814792,323096,2013-05-02 12:14:53,5,219,,,219,122752,3,4.0,1,3.18,0.0191,4.67,9,95.0,0,7714,1,4,1,0,1,0,,948.03,0,,,,0.0,0.0,,0.0,0.0,4.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
9440,667,2012-12-04 05:23:41,5,100,,,100,3724,3,3.5,1,4.22,0.031,5.21,25,105.0,0,982,2,0,2,0,1,0,,0.75,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,24.0,,,,,,,-1.0,0.0,24.0,0,,0
4575004,306972,2013-02-22 09:54:47,16,31,4.0,113.21,31,64215,3,3.5,0,3.0,0.0181,4.59,21,72.55,0,4463,1,8,1,0,1,1,,182.76,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
4272714,286772,2013-02-28 17:03:52,14,100,,,100,85657,2,2.5,1,3.18,0.0177,4.17,18,28.14,0,6948,3,8,1,3,1,1,,,0,,,,,-1.0,,,,,,,,,-1.0,,,,,,,,,-1.0,,0,,0
3783068,254091,2013-05-12 15:51:10,5,219,,,100,95604,3,4.0,0,4.13,0.1913,5.08,9,139.0,0,21871,2,35,2,0,1,0,,586.95,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
2799620,187954,2013-05-07 11:44:26,5,219,,,219,88218,4,3.5,1,2.77,,4.99,14,139.0,0,27131,1,21,2,0,1,0,,48.28,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1403314,94051,2013-05-29 16:45:54,5,219,,,219,18601,3,4.0,0,2.77,,5.6,18,310.0,0,16450,1,7,1,0,1,0,,479.61,0,,,,-1.0,0.0,3.0,0.0,0.0,,,,,-1.0,0.0,32.0,,,,,,,-1.0,0.0,32.0,0,,0
3866430,259526,2013-03-24 13:56:10,5,219,,,219,66729,2,4.0,1,2.3,0.0787,4.53,7,58.0,1,10948,1,6,2,0,1,1,,,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
404509,27077,2013-02-26 17:49:49,23,181,,,181,50200,4,4.0,0,4.3,,5.37,18,231.14,1,24122,3,169,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
797217,53331,2013-02-02 17:20:37,18,129,,,117,63270,5,4.5,1,4.37,,5.66,31,295.96,0,6032,2,263,2,0,1,0,,5460.48,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3565124,239448,2013-06-23 14:05:39,18,129,,,31,69415,3,4.0,0,4.11,0.0386,0.0,19,91.85,1,26237,9,18,2,0,1,0,,866.07,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1105793,73832,2013-01-09 11:11:14,14,100,,,100,39573,3,4.5,1,2.56,0.10800000000000001,4.97,13,110.37,0,12079,1,59,2,0,1,1,,1575.39,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,1,123.92,1
2760801,185343,2013-06-16 13:04:36,5,23,,,215,112879,2,3.0,1,3.87,0.20800000000000002,0.0,27,132.0,0,26585,5,50,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
679939,45498,2013-01-30 08:09:21,5,219,,,219,73023,2,3.0,1,0.69,,4.2,24,56.0,0,24762,3,27,1,0,1,0,,,1,,,,-1.0,0.0,4.0,-1.0,0.0,2.0,,,,,,,,,,,,,-1.0,0.0,17.0,0,,0
1195443,79920,2013-03-07 15:53:49,5,219,,,219,112398,2,3.0,1,0.69,,4.43,18,60.0,1,2220,4,77,2,0,1,1,,1224.73,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2419697,162517,2012-11-08 12:30:42,5,219,,,219,137264,4,4.5,1,1.1,0.0071,5.48,25,125.0,1,15307,3,13,2,0,1,0,,191.38,1,,,,0.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,5.0,0,,0
